OriginalReflexAgent,1,mediumClassic,309.14,96.87E-06
ReflexAgent,1,mediumClassic,245.57,355.48E-06
MinimaxAgent,2,mediumClassic,1382.14,3182.26E-06
MinimaxAgent,3,mediumClassic,1307.43,15234.73E-06
MinimaxAgent,4,mediumClassic,1716.57,87809.52E-06
AlphaBetaAgent,2,mediumClassic,1608.86,1832.08E-06
AlphaBetaAgent,3,mediumClassic,1552.00,6822.89E-06
AlphaBetaAgent,4,mediumClassic,1280.43,19579.05E-06
RandomExpectimaxAgent,2,mediumClassic,1571.00,3184.08E-06
RandomExpectimaxAgent,3,mediumClassic,1770.43,13714.79E-06
RandomExpectimaxAgent,4,mediumClassic,1564.43,91015.42E-06

